_id,id.senator,id.member,bio.fulltitle,links.aph,bio.title,bio.prefname,bio.surname,bio.postnominal,bio.postnominalyear,bio.othername,bio.gender,date#bio.dateofbirth,bio.placeofbirth,date#bio.dateofdeath,date#bio.servicefrom,date#bio.serviceto,bio.servicedaystotal,bio.olb,division[0].status,division[0].parltype,division[0].aecdivid,division[0].divname,division[0].divstate,division[0].starttype,date#division[0].startdate,date#division[0].enddate,division[0].endtype,division[0].endreason,division[1].parltype,division[1].aecdivid,division[1].divname,division[1].divstate,division[1].starttype,date#division[1].startdate,date#division[1].enddate,division[1].endtype,division[1].endreason,division[2].parltype,division[2].aecdivid,division[2].divname,division[2].divstate,division[2].starttype,date#division[2].startdate,date#division[2].enddate,date#division[2].endtype,division[2].endreason,division[3].parltype,division[3].aecdivid,division[3].divname,division[3].divstate,division[3].starttype,date#division[3].startdate,date#division[3].enddate,,division[3].endreason,party.count,party[0].partyname,party[0].partycode,party[0].coalition,date#party[0].startdate,date#party[0].enddate,party[1].partyname,party[1].partycode,party[1].coalition,date#party[1].startdate,date#party[1].enddate,party[2].partyname,party[2].partycode,party[2].coalition,date#party[2].startdate,date#party[2].enddate,parliamentaryposition[0].status,parliamentaryposition[0].chamber,parliamentaryposition[0].title,date#parliamentaryposition[0].startdate,date#parliamentaryposition[0].enddate,parliamentaryposition[1].chamber,parliamentaryposition[1].title,date#parliamentaryposition[1].startdate,date#parliamentaryposition[1].enddate,,,,,,,,,,,,
"""L8C""",,H0609,"Sherry, Raymond Henry",aph bio,,Raymond,SHERRY,,,,Male,1924-10-03,"Sydney, NSW",1989-06-13,1969-10-25,1975-12-13,2240,Former Member for Franklin (1969-1975),Former,Member,,Franklin,TAS,1969-HOUSE,1969-10-25,1975-12-13,1975-DOUBLE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1969-10-25,1975-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""CJ4""",,H0688,"Shipton, Roger Francis",aph bio,,Roger,SHIPTON,OAM,,,Male,1936-08-05,"Melbourne, VIC",1998-01-19,1975-12-13,1990-02-19,5182,Former Member for Higgins (1975-1990),Former,Member,,Higgins,VIC,1975-DOUBLE,1975-12-13,1990-02-19,1990-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1975-12-13,1990-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""DJ4""",S0385,H0689,"Short, James Robert",aph bio,The Hon.,Jim,SHORT,,,,Male,1936-12-07,"Shepparton, VIC",,1975-12-13,1997-05-12,6316,Former Senator for Victoria (1984-1997) et al.,Former,Senator,,Victoria,VIC,1984-FULL-NEW,1984-12-01,1997-05-12,1997-CASUAL3-VIC,Resigned,Member,,Ballaarat (now Ballarat),VIC,1975-DOUBLE,1975-12-13,1980-10-18,1980-FULL,Defeated,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1975-12-13,1997-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""9V8""",,H0975,"Short, Leonie Marjorie",aph bio,,Leonie,SHORT,,,,Female,1956-01-01,"Gresford, NSW",,2001-03-17,2001-11-10,238,Former Member for Ryan (2001-2001),Former,Member,,Ryan,QLD,2001-BY1-RYAN,2001-03-17,2001-11-10,2001-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,2001-03-17,2001-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""00ATG""",,H1052,"Shorten, William Richard",aph bio,the Hon.,Bill,SHORTEN,,,,Male,1967-05-12,"Melbourne, VIC",,2007-11-24,,2776,Current Member for Maribyrnong (2007- ),Current,Member,,Maribyrnong,VIC,2007-FULL,2007-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,2007-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""EJ4""",S0336,,"Sibraa, Kerry Walter",aph bio,The Hon.,Kerry,SIBRAA,,,,Male,1937-10-12,"Sydney, NSW",,1975-12-13,1994-02-01,6585,Former Senator for New South Wales (1978-1994) et al.,Former,Senator,,New South Wales,NSW,1978-CASUAL2-NSW,1978-08-09,1994-02-01,1994-CASUAL2-NSW,Resigned,Senator,,New South Wales,NSW,1975-DOUBLE,1975-12-13,1978-06-30,1977-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""EVL""",S0368,,"Siddons, John Royston",aph bio,,John,SIDDONS,,,,Male,1927-10-05,"Melbourne, VIC",,1981-07-01,1987-07-11,1323,Former Senator for Victoria (1985-1987) et al.,Former,Senator,,Victoria,VIC,1984-FULL,1985-07-01,1987-07-11,1987-DOUBLE,Defeated,Senator,,Victoria,VIC,1980-FULL,1981-07-01,1983-02-04,1983-DOUBLE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""849""",,H0968,"Sidebottom, Peter Sid",aph bio,the Hon.,Peter,SIDEBOTTOM,,,,Male,1951-04-23,"Hobart, TAS",,1998-10-03,2013-09-07,4312,Former Member for Braddon (2007-2013) et al.,Former,Member,,Braddon,TAS,2007-FULL,2007-11-24,2013-09-07,2013-FULL,Defeated,Member,,Braddon,TAS,1998-FULL,1998-10-03,2004-10-09,2004-FULL,Defeated,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1998-10-03,2013-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""E5Z""",S0509,,"Siewert, Rachel Mary",aph bio,,Rachel,SIEWERT,,,,Female,1961-11-04,"Sydney, NSW",,2005-07-01,,3652,Current Senator for Western Australia (2005- ),Current,Senator,,Western Australia,WA,2004-FULL,2005-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Greens,GRN,,2005-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K69""",S0268,,"Sim, John Peter",aph bio,,John,SIM,,,,Male,1917-01-21,VIC,,1964-11-26,1981-06-30,6060,Former Senator for Western Australia (1964-1981),Former,Senator,,Western Australia,WA,1964-CASUAL1-WA,1964-11-26,1981-06-30,1980-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K6B""",S0217,,"Simmonds, Wilfrid Mylchreest",aph bio,,Wilfred,SIMMONDS,,,,Male,1889-12-19,"Cairns, QLD",1967-01-02,1949-12-10,1951-03-19,464,Former Senator for Queensland (1949-1951),Former,Senator,,Queensland,QLD,1949-FULL-NEW,1949-12-10,1951-03-19,1951-DOUBLE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""FJ4""",,H0762,"Simmons, David William",aph bio,The Hon.,David,SIMMONS,,,,Male,1947-11-07,"Broken Hill, NSW",,1983-03-05,1996-01-29,4713,Former Member for Calare (1983-1996),Former,Member,,Calare,NSW,1983-DOUBLE,1983-03-05,1996-01-29,1996-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1983-03-05,1996-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KRM""",,H0690,"Simon, Barry Douglas",aph bio,,Barry,SIMON,,,,Male,1936-04-01,"Dandenong, VIC",2004-07-07,1975-12-13,1980-10-18,1771,Former Member for McMillan (1975-1980),Former,Member,,McMillan,VIC,1975-DOUBLE,1975-12-13,1980-10-18,1980-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1975-12-13,1980-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""HWE""",,H1053,"Simpkins, Luke Xavier Linton",aph bio,,Luke,SIMPKINS,,,,Male,1964-06-08,"Sydney, NSW",,2007-11-24,,2776,Current Member for Cowan (2007- ),Current,Member,,Cowan,WA,2007-FULL,2007-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,2007-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KRN""",,H0115,"Sinclair, Hugh",aph bio,,Hugh,SINCLAIR,,,,Male,1864-06-06,"Camberwarra, NSW",1926-08-03,1906-12-12,1919-11-03,4709,Former Member for Moreton (1906-1919),Former,Member,,Moreton,QLD,1906-FULL,1906-12-12,1919-11-03,1919-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KHI""",,H0066,"Holder, Frederick William (Later Sir Frederick)",aph bio,Rt. Hon. Sir,Frederick,HOLDER,KCMG,,,Male,1850-05-12,"Happy Valley, SA",1909-07-23,1901-03-30,1909-07-23,3037,Former Member for Wakefield (1903-1909) et al.,Former,Member,,Wakefield,SA,1903-FULL,1903-12-16,1909-07-23,1909-BY-WAKEFIELD,Died,Member,,South Australia (HoR),SA,1901-FULL2,1901-03-30,1903-12-16,1903-FULL,Abolished at Redistribution (to Wakefield),,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""M0R""",S0542,,"Singh, Lisa Maria",aph bio,the Hon.,Lisa,SINGH,,,,Female,1972-02-20,"Hobart, TAS",,2011-07-01,,1461,Current Senator for Tasmania (2011- ),Current,Senator,,Tasmania,TAS,2010-FULL,2011-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australian Labor Party,ALP,,2011-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BV7""",S0547,,"Sinodinos, Arthur",aph bio,the Hon.,Arthur,SINODINOS,,,,Male,1957-02-25,"Newcastle, NSW",,2011-10-13,,1357,Current Senator for New South Wales (2011- ),Current,Senator,,New South Wales,NSW,2011-CASUAL1-NSW,2011-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberal,LP,LPNP,2011-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KRQ""",,H0045,"Skene, Thomas",aph bio,,Thomas,SKENE,,,,Male,1845-12-15,"Ballarat, VIC",1910-03-15,1901-03-29,1906-11-05,2047,Former Member for Grampians (1901-1906),Former,Member,,Grampians,VIC,1901-FULL1,1901-03-29,1906-11-05,1906-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Free Trade,FT,,1901-03-29,1906-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""0V5""",,H0792,"Slipper, Peter Neil",aph bio,The Hon.,Peter,SLIPPER,,,,Male,1950-02-14,"Ipswich, QLD",,1984-12-01,2013-09-07,8435,Former Member for Fisher (1993-2013) et al.,Former,Member,,Fisher,QLD,1993-FULL,1993-03-13,2013-09-07,2013-FULL,Defeated,Member,,Fisher,QLD,1984-FULL,1984-12-01,1987-07-11,1987-DOUBLE,Defeated,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KRT""",,H0369,"Smith, Albert Edward",aph bio,,Albert,SMITH,,,,Male,1881-01-02,"Kent, England",1965-02-05,1943-08-21,1946-09-28,1134,Former Member for Wakefield (1943-1946),Former,Member,,Wakefield,SA,1943-FULL,1943-08-21,1946-09-28,1946-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1943-08-21,1946-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""SK6""",,H0928,"Smith, Anthony Charles",aph bio,,Tony,SMITH,,,,Male,1950-07-15,"Brisbane, QLD",,1996-03-02,1998-10-03,945,Former Member for Dickson (1996-1998),Former,Member,,Dickson,QLD,1996-CASUAL1,1996-03-02,1998-10-03,1998-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWO,Independent,IND,,1998-05-26,1998-10-03,Liberal,LP,LPNP,1996-03-02,1998-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,
"""00APG""",,H0992,"Smith, Anthony David Hawthorn",aph bio,the Hon.,Tony,SMITH,,,,Male,1967-03-13,"Melbourne, VIC",,2001-11-10,,4981,Current Member for Casey (2001- ),Current,Member,,Casey,VIC,2001-FULL,2001-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,2001-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KTT""",,H0046,"Smith, Arthur Bruce",aph bio,The Hon.,Arthur,SMITH,,,,Male,1851-06-28,"Rotherhithe, England",1937-08-14,1901-03-29,1919-12-13,6833,Former Member for Parkes (1901-1919),Former,Member,,Parkes,NSW,1901-FULL1,1901-03-29,1919-12-13,1919-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""241710""",S0549,,"Smith, Dean Anthony",aph bio,,Dean,SMITH,,,,Male,1969-05-15,"Perth, WA",,2012-05-02,,1155,Current Senator for Western Australia (2012- ),Current,Senator,,Western Australia,WA,2012-CASUAL2-WA,2012-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberal,LP,LPNP,2012-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K6D""",S0031,,"Smith, Miles Staniforth Cater",aph bio,the Hon. ,Miles,SMITH,,,,Male,1869-02-25,"Kingston, VIC",1934-01-14,1901-03-29,1906-12-31,2103,Former Senator for Western Australia (1901-1906),Former,Senator,,Western Australia,WA,1901-FULL1,1901-03-29,1906-12-31,1906-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JV5""",,H0870,"Smith, Silvia Joy",aph bio,,Silvia,SMITH,,,,Female,1939-12-22,"Burnie, TAS",,1993-03-13,1996-03-02,1085,Former Member for Bass (1993-1996),Former,Member,,Bass,TAS,1993-FULL,1993-03-13,1996-03-02,1996-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1993-03-13,1996-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""5V5""",,H0871,"Smith, Stephen Francis",aph bio,the Hon.,Stephen,SMITH,,,,Male,1955-12-12,"Narrogin, WA",,1993-03-13,2013-08-05,7450,Former Member for Perth (1993-2013),Former,Member,,Perth,WA,1993-FULL,1993-03-13,2013-08-05,2013-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1993-03-13,2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""L2I""",,H0047,"Smith, Sydney",aph bio,the Hon. ,Sydney,SMITH,,,,Male,1856-04-11,"Penrith, NSW",1934-02-21,1901-03-29,1906-12-12,2084,Former Member for Macquarie (1901-1906),Former,Member,,Macquarie,NSW,1901-FULL1,1901-03-29,1906-12-12,1906-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Free Trade,FT,,1901-03-29,1906-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""GJ4""",,H0793,"Smith, Warwick Leslie",aph bio,the Hon.,Warwick,SMITH,,,,Male,1954-05-13,"Launceston, TAS",,1984-12-01,1998-10-03,3969,Former Member for Bass (1996-1998) et al.,Former,Member,,Bass,TAS,1996-CASUAL1,1996-03-02,1998-10-03,1998-FULL,Defeated,Member,,Bass,TAS,1984-FULL,1984-12-01,1993-03-13,1993-FULL,Defeated,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1984-12-01,1998-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KTU""",,H0137,"Smith, William Henry Laird",aph bio,The Hon.,William,SMITH,,,,Male,1869-09-15,"Westbury, TAS",1942-10-21,1910-04-13,1922-12-16,4630,Former Member for Denison (1910-1922),Former,Member,,Denison,TAS,1910-FULL,1910-04-13,1922-12-16,1922-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""5B6""",,H0884,"Smyth, Brendan Michael",aph bio,,Brendan,SMYTH,,,,Male,1959-07-27,"Sydney, NSW",,1995-03-25,1996-03-02,343,Former Member for Canberra (1995-1996),Former,Member,,Canberra,ACT,1995-BY1-CANBERRA,1995-03-25,1996-03-02,1996-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1995-03-25,1996-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""172770""",,H1088,"Smyth, Laura Mary",aph bio,,Laura,SMYTH,,,,Female,1976-11-12,"Belfast, Northern Ireland",,2010-08-21,2013-09-07,1113,Former Member for La Trobe (2010-2013),Former,Member,,La Trobe,VIC,2010-FULL,2010-08-21,2013-09-07,2013-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,2010-08-21,2013-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KWT""",,H0053,"Turner, Sir George",aph bio,Rt. Hon. Sir,George,TURNER,KCMG,,,Male,1851-08-08,"Melbourne, VIC",1916-08-13,1901-03-29,1906-11-05,2047,Former Member for Balaclava (1901-1906),Former,Member,,Balaclava,VIC,1901-FULL1,1901-03-29,1906-11-05,1906-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,{fill},PROT,,1901-03-29,1906-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""HJ4""",,H0763,"Snow, James Henry",aph bio,,James,SNOW,,,,Male,1934-09-15,"Surrey Hills, VIC",,1983-03-05,1996-03-02,4746,Former Member for Eden-Monaro (1983-1996),Former,Member,,Eden-Monaro,NSW,1983-DOUBLE,1983-03-05,1996-03-02,1996-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1983-03-05,1996-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""IJ4""",,H0808,"Snowdon, Warren Edward",aph bio,the Hon.,Warren,SNOWDON,,,,Male,1950-03-20,"Canberra, ACT",,1987-07-11,,9272,Current Member for Lingiari (2001- ) et al.,Current,Member,,Lingiari,NT,2001-FULL,2001-11-10,,,,Member,,Northern Territory (HoR),NT,1998-FULL,1998-10-03,2001-11-10,2001-FULL,Abolished at Redistribution (to Lingiari),Member,,Northern Territory (HoR),NT,1987-DOUBLE,1987-07-11,1996-03-02,1996-FULL,Defeated,,,,,,,,,,ONE,Australian Labor Party,ALP,,1987-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KTV""",,H0048,"Solomon, Elias",aph bio,,Elias,SOLOMON,,,,Male,1839-09-02,"London, England",1909-05-23,1901-03-29,1903-12-16,992,Former Member for Fremantle (1901-1903),Former,Member,,Fremantle,WA,1901-FULL1,1901-03-29,1903-12-16,1903-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Free Trade,FT,,1901-03-29,1903-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KU8""",,H0610,"Solomon, Robert John",aph bio,,Robert,SOLOMON,,,,Male,1931-11-02,"Condobolin, NSW",,1969-10-25,1972-12-02,1134,Former Member for Denison (1969-1972),Former,Member,,Denison,TAS,1969-HOUSE,1969-10-25,1972-12-02,1972-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1969-10-25,1972-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KJI""",,H0024,"Isaacs, Isaac Alfred",aph bio,Rt. Hon. ,Isaac,ISAACS,KC,,,Male,1855-08-06,"Melbourne, VIC",1948-02-11,1901-03-29,1906-10-12,2023,Former Member for Indi (1901-1906),Former,Member,,Indi,VIC,1901-FULL1,1901-03-29,1906-10-12,1906-FULL-NOBY,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,{fill},PROT,,1901-03-29,1906-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""ZT4""",,H0845,"Somlyay, Alexander Michael",aph bio,the Hon.,Alexander,SOMLYAY,,,,Male,1946-01-18,"Budapest, Hungary",,1990-03-24,2013-08-05,8535,Former Member for Fairfax (1990-2013),Former,Member,,Fairfax,QLD,1990-FULL,1990-03-24,2013-08-05,2013-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1990-03-24,2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TK6""",,H0929,"Southcott, Andrew John",aph bio,Dr,Andrew,SOUTHCOTT,,,,Male,1967-10-15,"Adelaide, SA",,1996-03-02,,7060,Current Member for Boothby (1996- ),Current,Member,,Boothby,SA,1996-CASUAL1,1996-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1996-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""VC5""",S0431,,"Sowada, Karin Nicole",aph bio,,Karin,SOWADA,,,,Female,1961-11-01,"Sydney, NSW",,1991-08-29,1993-06-30,671,Former Senator for New South Wales (1991-1993),Former,Senator,,New South Wales,NSW,1991-CASUAL2-NSW,1991-08-29,1993-06-30,1993-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KUF""",,H0049,"Spence, William Guthrie",aph bio,The Hon.,William,SPENCE,,,,Male,1846-08-07,"Eday, Scotland",1926-12-13,1901-03-29,1919-12-13,6777,Former Member for Darwin (1917-1919) et al.,Former,Member,,Darwin,TAS,1917-BY1-DARWIN,1917-06-30,1919-12-13,1919-FULL,Defeated,Member,,Darling,NSW,1901-FULL1,1901-03-29,1917-05-05,1917-FULL,Defeated,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JJ4""",,H0727,"Spender, John Michael",aph bio,,John,SPENDER,QC,,,Male,1935-12-02,"Sydney, NSW",,1980-10-18,1990-03-24,3444,Former Member for North Sydney (1980-1990),Former,Member,,North Sydney,NSW,1980-FULL,1980-10-18,1990-03-24,1990-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1980-10-18,1990-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KUG""",,H0330,"Spender, Percy Claude",aph bio,The Hon.,Percy,SPENDER,KC,,,Male,1897-10-05,"Sydney, NSW",1985-05-03,1937-10-23,1951-03-19,4895,Former Member for Warringah (1937-1951),Former,Member,,Warringah,NSW,1937-FULL,1937-10-23,1951-03-19,1951-DOUBLE,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K6Z""",S0175,,"Spicer, John Armstrong",aph bio,The Hon.,John,SPICER,QC,,,Male,1899-03-05,"Prahran, VIC",1978-01-03,1940-09-21,1956-08-13,3816,Former Senator for Victoria (1949-1956) et al.,Former,Senator,,Victoria,VIC,1949-FULL-NEW,1949-12-10,1956-08-13,1956-CASUAL1-VIC,Resigned,Senator,,Victoria,VIC,1940-FULL,1940-09-21,1944-06-30,1943-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""0X4""",S0429,,"Spindler, Sid",aph bio,,Sid,SPINDLER,,,,Male,1932-07-09,"Lodz, Poland",2008-03-01,1990-07-01,1996-06-30,2191,Former Senator for Victoria (1990-1996),Former,Senator,,Victoria,VIC,1990-FULL,1990-07-01,1996-06-30,1996-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KUN""",,H0349,"Spooner, Eric Sydney",aph bio,The Hon.,Eric,SPOONER,,,,Male,1891-03-02,"Sydney, NSW",1952-06-03,1940-09-21,1943-08-21,1064,Former Member for Robertson (1940-1943),Former,Member,,Robertson,NSW,1940-FULL,1940-09-21,1943-08-21,1943-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,United Australia Party,UAP,,1940-09-21,1943-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K7A""",S0218,,"Spooner, William Henry (Later Sir William)",aph bio,the Hon. Sir,William,SPOONER,"KCMG, MM",,,Male,1897-12-23,"Surry Hills, NSW",1966-07-14,1949-12-10,1965-07-14,5695,Former Senator for New South Wales (1949-1965),Former,Senator,,New South Wales,NSW,1949-FULL-NEW,1949-12-10,1965-07-14,1965-CASUAL1-NSW,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KUO""",,H0334,"Spurr, Lancelot Thomas",aph bio,,Lancelot,SPURR,,,,Male,1897-03-17,"Deloraine, TAS",1965-05-30,1939-05-27,1940-09-21,483,Former Member for Wilmot (1939-1940),Former,Member,,Wilmot,TAS,1939-BY2-WILMOT,1939-05-27,1940-09-21,1940-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1939-05-27,1940-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""84B""",,H0965,"St Clair, Stuart Roy",aph bio,,Stuart,ST CLAIR,,,,Male,1949-11-21,"Sydney, NSW",,1998-10-03,2001-11-10,1134,Former Member for New England (1998-2001),Former,Member,,New England,NSW,1998-FULL,1998-10-03,2001-11-10,2001-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,{fill},NPA,,1998-10-03,2001-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KUR""",,H0575,"St John, Edward Henry",aph bio,,Edward,ST JOHN,QC,,,Male,1916-08-15,"Boggabri, NSW",1994-10-24,1966-11-26,1969-10-25,1064,Former Member for Warringah (1966-1969),Former,Member,,Warringah,NSW,1966-HOUSE,1966-11-26,1969-10-25,1969-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K78""",S0058,,"St Ledger, Anthony James Joseph",aph bio,,Anthony,ST LEDGER,,,,Male,1859-02-18,"Barnsley, England",1929-04-17,1907-01-01,1913-06-30,2372,Former Senator for Queensland (1907-1913),Former,Senator,,Queensland,QLD,1906-FULL,1907-01-01,1913-06-30,1913-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KUW""",,H0301,"Stacey, Fred Hurtle",aph bio,,Fred,STACEY,,,,Male,1879-08-06,"Carey Gully, SA",1964-09-17,1931-12-19,1943-08-21,4263,Former Member for Adelaide (1931-1943),Former,Member,,Adelaide,SA,1931-FULL,1931-12-19,1943-08-21,1943-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,United Australia Party,UAP,,1931-12-19,1943-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
