phid,sen_id,rep_id,name,given_name,additional_name,bio.prefname,family_name,honorific_prefix,honorific_suffix,gender,=birth,place_of_birth,=death
KSD,,H0346,Don Mcleod,Donald,,Don,Mcleod,,,Male,1892-10-29,"Strathmerton, VIC",1963-08-22
84L,S0477,,Jan Mclucas,Jan,Elizabeth,Jan,Mclucas,the Hon.,,Female,1958-03-27,"Atherton, QLD"
KSF,,H0681,James Mcmahon,James,Leslie,James,Mcmahon,,,Male,1930-02-26,"Glebe, NSW",2015-01-23
009MA,,H0431,William Mcmahon,William,,William,Mcmahon,Rt. Hon. (later Sir),"GCMG, CH",Male,1908-02-23,"Sydney, NSW",1988-03-31
KUD,S0242,,Frank Mcmanus,Francis,Patrick Vincent,Frank,Mcmanus,,,Male,1905-02-27,"North Melbourne, VIC",1983-12-28
L2G,,H0034,William Mcmillan,Sir,William,William,Mcmillan,Sir,KCMG,Male,1850-11-14,"Derry, Ireland",1926-12-21
5I4,S0414,H0920,Bob Mcmullan,Robert,Francis,Bob,Mcmullan,the Hon.,,Male,1947-12-10,"Perth, WA"
KUH,S0230,,Alister Mcmullin,Alister,Maxwell,Alister,Mcmullin,the Hon. (later Sir),KCMG,Male,1900-07-14,"Scone, NSW",1984-08-07
241589,,H1113,Karen Mcnamara,Karen,Jane,Karen,Mcnamara,,,Female,1964-04-23,"Falkirk, Scotland"
JT7,,H0227,John Mcneill,John,James,John,Mcneill,The Hon.,,Male,1868,"Tantanoola, SA",1943-06-14
JT8,,H0530,Neil Mcneill,Neil,,Neil,Mcneill,,,Male,1921-06-19,"Yarloop, WA",2009-02-08
JTB,,H0297,Walter Mcnicoll,Walter,Ramsay,Walter,Mcnicoll,,"CB, CMG, DSO, VD",Male,1877-05-27,"South Melbourne, VIC",1947-12-24
JUR,,H0271,Eddie Mctiernan,Edward,Aloysius,Eddie,Mctiernan,The Hon.,,Male,1892-02-16,"Glen Innes, NSW",1990-01-09
JUS,,H0629,Daniel Mcveigh,Daniel,Thomas,Daniel,Mcveigh,the Hon.,,Male,1930-05-07,"Allora, QLD"
JUV,,H0089,William Mcwilliams,William,James,William,Mcwilliams,,,Male,1856-10-12,"Sorell, TAS",1929-10-22
4T4,,H0838,Daryl Melham,Daryl,,Daryl,Melham,,,Male,1954-11-26,"Belmore, NSW"
KUJ,S0319,,Jean Melzer,Jean,Isabel,Jean,Melzer,,,Female,1926-02-07,"Melbourne, VIC",2013-06-18
N76,,H0316,Robert Menzies,Robert,Gordon,Robert,Menzies,Rt. Hon. (later Sir),"KT, CH, QC",Male,1894-12-20,"Jeparit, VIC",1978-05-15
9I4,S0333,,Tony Messner,Anthony,John,Tony,Messner,the Hon. ,,Male,1939-09-24,"Melbourne, VIC"
AI4,,H0723,John Mildren,John,Barry,John,Mildren,,,Male,1932-10-20,"Colac, VIC"
BI4,,H0787,Christopher Miles,Christopher,Gordon,Christopher,Miles,The Hon.,,Male,1947-08-21,"Ulverstone, TAS"
CI4,,H0655,Clarrie Millar,Percival,Clarence,Clarrie,Millar,,AM,Male,1925-06-15,"Adelaide, SA"
KUL,S0023,,Edward Millen,Edward,Davis,Edward,Millen,The Hon.,,Male,1860-11-07,"Deal, England",1923-09-14
KUP,S0100,,John Millen,John,Dunlop,John,Millen,,,Male,1877-05-03,"Londonderry, Ireland",1941-08-01
KUS,S0288,,Bertie Milliner,Bertie,Richard,Bertie,Milliner,,,Male,1911-07-17,"Kelvin Grove, QLD",1975-06-30
KA5,S0504,,Christine Milne,Christine,Anne,Christine,Milne,,,Female,1953-05-14,"Latrobe, TAS"
DI4,,H0724,Peter Milton,Peter,,Peter,Milton,,,Male,1928-09-22,"London, England",2009-08-08
JX4,S0441,,Nick Minchin,Nicholas,Hugh,Nick,Minchin,The Hon.,,Male,1953-04-15,"Sydney, NSW"
JUX,,H0432,Dan Minogue,Daniel,,Dan,Minogue,,,Male,1893-07-18,Ireland,1983-01-07
00AMU,,H0991,Sophie Mirabella,Sophie,,Sophie,Mirabella,,,Female,1968-10-27,"Melbourne, VIC"
KUU,S0320,,Alan Missen,Alan,Joseph,Alan,Missen,,,Male,1925-07-22,"Kew, VIC",1986-03-30
M3E,,H1082,Rob Mitchell,Robert,George,Rob,Mitchell,,,Male,1967-09-09,"Melbourne, VIC"
L4X,,H0133,Parker Moloney,Parker,John,Parker,Moloney,The Hon.,,Male,1876-08-12,"Port Fairy, VIC",1961-05-08
JV8,,H0531,James Monaghan,James,Edward,James,Monaghan,,,Male,1921-09-20,"Sydney, NSW",2007-07-19
KUY,S0141,,Patrick Mooney,Patrick,Frederick,Patrick,Mooney,,,Male,1880-01-17,"Eurobadalla, NSW",1942-12-23
00AOQ,S0490,,Claire Moore,Claire,Mary,Claire,Moore,,,Female,1956-02-19,"Toowoomba, QLD"
EI4,,H0683,John Moore,John,Colinton,John,Moore,the Hon.,,Male,1936-11-16,"Rockhampton, QLD"
JV9,,H0272,Arthur Morgan,Arthur,Clinton,Arthur,Morgan,,,Male,1881,"Warwick, QLD",1957-08-02
JVA,,H0347,Chalres Morgan,Charles,Albert Aaron,Chalres,Morgan,,,Male,1897-01-27,"Woonona, NSW",1967-11-27
FI4,,H0757,Allan Morris,Allan,Agapitos,Allan,Morris,,,Male,1940-07-26,"Waratah, NSW"
GI4,S0389,,John Morris,John,Joseph,John,Morris,,,Male,1936-06-12,"Young Wallsend, NSW",2013-02-08
KV9,S0267,,Kenneth Morris,Kenneth,James,Kenneth,Morris,the Hon. (later Sir),CMG,Male,1903-10-22,"Brisbane, QLD",1978-06-01
HI4,,H0631,Peter Morris,Peter,Frederick,Peter,Morris,The Hon.,,Male,1932-07-29,"Sydney, NSW"
E3L,,H1041,Scott Morrison,Scott,John,Scott,Morrison,the Hon.,,Male,1968-05-13,"Sydney, NSW"
009DB,,H0606,William Morrison,William,Lawrence,William,Morrison,The Hon.,,Male,1928-11-03,"Lithgow, NSW",2013-02-15
KVB,S0195,,Bill Morrow,William,,Bill,Morrow,,,Male,1888-10-22,"Rockhampton, QLD",1980-07-12
JVB,,H0535,Jack Mortimer,Jack,,Jack,Mortimer,,,Male,1913,?,1973-02-08
MK6,,H0922,Frank Mossfield,Frank,William,Frank,Mossfield,,AM,Male,1935-06-04,"Annandale, NSW"
JVD,,H0725,John Mountford,John,Graham,John,Mountford,,,Male,1933-11-21,"Sydney, NSW"
JVH,,H0366,Don Mountjoy,Donald,Alfred,Don,Mountjoy,,,Male,1906-10-19,"Middle Swan, WA",1988-01-08
4V5,,H0865,Judi Moylan,Judith,Eleanor,Judi,Moylan,The Hon.,,Female,1944-02-24,"Guildford, WA"
250024,S0568,,Ricky Muir,Ricky,Lee,Ricky,Muir,,,Male,1980-12-25,"Maffra, VIC"
JVJ,,H0317,Dan Mulcahy,Daniel,,Dan,Mulcahy,,,Male,1882-01-07,"Milltown, Ireland",1953-07-13
KVD,S0046,,Edward Mulcahy,Edward,,Edward,Mulcahy,,,Male,1850-03-28,"Limerick, Ireland",1927-10-23
JVK,,H0632,Allan Mulder,Allan,William,Allan,Mulder,,,Male,1928-08-19,"Tempe, NSW",2009-11-07
KVH,S0073,,John Mullan,John,,John,Mullan,,,Male,1871-09-08,"Dublin, Ireland",1941-10-01
JVM,,H0433,Jack Mullens,John,Michael,Jack,Mullens,,CBE,Male,1896-07-18,"Ballarat, VIC",1978-09-05
KVK,S0277,,Tony Mulvihill,James,Anthony,Tony,Mulvihill,,,Male,1917-04-27,"North Ryde, NSW",2000-12-10
JVO,,H0573,Dugald Munro,Dugald,Ranald Ross,Dugald,Munro,,,Male,1930-06-12,"Sydney, NSW",1973-06-20
83D,,H0959,John Murphy,John,Paul,John,Murphy,the Hon.,,Male,1950-05-31,"Dunnedoo, NSW"
1L5,S0261,,Lionel Murphy,Lionel,Keith,Lionel,Murphy,the Hon.,QC,Male,1922-08-30,"Sydney, NSW",1986-10-21
FX5,S0442,,Shayne Murphy,Shayne,Michael,Shayne,Murphy,,,Male,1952-01-08,"Queenstown, TAS"
3M6,S0463,,Andrew Murray,Andrew,James Marshall,Andrew,Murray,,,Male,1947-01-29,"Hove, England"
JVQ,,H0508,John Murray,John,,John,Murray,,MBE,Male,1915-12-31,"Malvern, VIC",2009-01-25
JXC,S0196,,Reg Murray,Reginald,James,Reg,Murray,,,Male,1906-04-27,"Wellington, New Zealand",1962-11-25
NK6,,H0923,Stephen Mutch,Stephen,Bruce,Stephen,Mutch,,,Male,1956-02-04,"Sydney, NSW"
OK6,,H0924,Gary Nairn,Gary,Roy,Gary,Nairn,the Hon.,,Male,1951-01-03,"Sydney, NSW"
JVR,,H0273,Walter Nairn,Walter,Maxwell,Walter,Nairn,The Hon.,,Male,1878,"Alberton, VIC",1958-12-12
JXE,S0179,,Dick Nash,Richard,Harry,Dick,Nash,,,Male,1890-07-02,"Melbourne, VIC",1951-12-12
E5G,S0505,,Fiona Nash,Fiona,Joy,Fiona,Nash,the Hon.,,Female,1965-05-06,"Sydney, NSW"
B36,S0446,H1042,Belinda Neal,Belinda,Jane,Belinda,Neal,,,Female,1963-01-10,"Brisbane, QLD"
JXG,S0354,,Laurence Neal,Laurence,William,Laurence,Neal,,,Male,1947-07-18,"Wangaratta, VIC"
JXJ,S0053,,Ted Needham,Edward,,Ted,Needham,,,Male,1872-09-30,"Ormskirk, England",1956-10-26
JXM,S0306,,Sydney Negus,Sydney,Ambrose,Sydney,Negus,,,Male,1912-03-12,"Perth, WA",1986-08-01
AE4,,H0788,Garry Nehl,Garry,Barr,Garry,Nehl,,,Male,1934-02-19,"Newcastle, NSW"
JVS,,H0684,Maurice Neil,Maurice,James,Maurice,Neil,,,Male,1944-05-29,"Manchester, England"
JXT,S0024,,John Neild,John,Cash,John,Neild,,,Male,1846-01-04,"Bristol, England",1911-03-08
RW5,,H0925,Brendan Nelson,Brendan,John,Brendan,Nelson,the Hon. Dr,,Male,1958-08-19,"Coburg, VIC"
JVT,,H0230,Harold Nelson,Harold,George,Harold,Nelson,,,Male,1881-12-21,"Botany, NSW",1947-04-26
JVU,,H0434,Jock Nelson,John,Norman,Jock,Nelson,,,Male,1908-05-28,"Bundaberg, QLD",1991-06-20
00AOR,S0491,,Kerry Nettle,Kerry,Michelle,Kerry,Nettle,,,Female,1973-12-24,"Sydney, NSW"
HVO,,H1043,Shayne Neumann,Shayne,Kenneth,Shayne,Neumann,the Hon.,,Male,1961-08-26,"Ipswich, QLD"
KV5,,H0866,Paul Neville,Paul,Christopher,Paul,Neville,,,Male,1940-03-28,"Warwick, QLD"
9U4,,H0839,Neville Newell,Neville,Joseph,Neville,Newell,,,Male,1952-10-14,"Sydney, NSW"
JXV,S0074,,John Newlands,John,,John,Newlands,(later Sir),"KCMG, CBE",Male,1864-08-04,"Cawdor, Scotland",1932-05-20
BE4,S0393,,Jocelyn Newman,Jocelyn,Margaret,Jocelyn,Newman,The Hon.,,Male,1937-07-08,"Melbourne, VIC"
JVV,,H0658,Kevin Newman,Kevin,Eugene,Kevin,Newman,The Hon.,,Male,1933-10-10,"Sydney, NSW",1999-07-17
K4U,,H0547,Martin Nicholls,Martin,Henry,Martin,Nicholls,,,Male,1917-04-03,"Adelaide, SA",1983-05-03
K4W,,H0181,Samuel Nicholls,Samuel,Robert,Samuel,Nicholls,,,Male,1885-05-15,"Mudgee, NSW",1939-09-26
JY6,S0185,,Theo Nicholls,Theophilus,Martin,Theo,Nicholls,,,Male,1894-08-21,"Wilmington, SA",1977-07-22
137174,,H1115,Andrew Nikolic,Andrew,Alexander,Andrew,Nikolic,,AM CSC,Male,1961-06-20,Yugoslavia
009OD,,H0532,Peter Nixon,Peter,James,Peter,Nixon,The Hon.,,Male,1928-03-22,"Orbost, VIC"
K4X,,H0298,Horace Nock,Horace,Keyworth,Horace,Nock,,,Male,1879-10-26,"Salisbury, SA",1958-08-02
K4Y,,H0243,Lewis Nott,Lewis,Windermere,Lewis,Nott,,,Male,1888-02-12,"Bundaberg, QLD",1951-10-27
UT4,,H0840,Peter Nugent,Peter,Edward,Peter,Nugent,,,Male,1938-04-01,"Chelmsford, England",2001-04-24
JZM,S0075,,Charles Oakes,Charles,William,Charles,Oakes,the Hon. ,,Male,1861-11-30,"Wagga Wagga, NSW",1928-07-03
IYS,,H1062,Rob Oakeshott,Robert,James Murray,Rob,Oakeshott,,,Male,1969-12-14,"Lismore, NSW"
8O6,S0464,,Kerry O'Brien,Kerry,Williams Kelso,Kerry,O'Brien,,,Male,1951-07-19,"Sydney, NSW"
K4Z,,H0533,Reginald O'Brien,Reginald,Charles,Reginald,O'Brien,,,Male,1926-01-23,"Newcastle, NSW",1999-04-20
JYA,S0197,,Justin O'Byrne,Justin,Hilary,Justin,O'Byrne,The Hon.,,Male,1912-06-01,"Launceston, TAS",1993-11-10
84S,,H0960,Michelle O'Byrne,Michelle,Anne,Michelle,O'Byrne,,,Female,1968-03-06,"Launceston, TAS"
EU4,S0426,,Bill O'Chee,William,George,Bill,O'Chee,,,Male,1965-06-19,"Brisbane, QLD"
00AN3,,H0990,Brendan O'Connor,Brendan,Patrick,Brendan,O'Connor,the Hon.,,Male,1962-03-02,"London, England"
JYD,S0025,,Dick O'Connor,Richard,Edward,Dick,O'Connor,the Hon. ,,Male,1851-08-04,"Glebe, NSW",1912-11-18
WU5,,H0867,Gavan O'Connor,Gavan,Michael,Gavan,O'Connor,,,Male,1947-12-02,"Colac, VIC"
K58,,H0383,William O'Connor,William,Paul,William,O'Connor,,,Male,1910-09-21,?,1987-09-18
139441,,H1083,Ken O'Dowd,Kenneth,Desmond,Ken,O'Dowd,,,Male,1950-06-30,"Gladstone, QLD"
LKU,,H1064,Kelly O'Dwyer,Kelly,Megan,Kelly,O'Dwyer,,,Female,1977-03-31,"Box Hill, VIC"
JYY,S0186,,Sid O'Flaherty,Sidney,Wainman,Sid,O'Flaherty,,,Male,1886-07-02,"Silverton, NSW",1967-11-18
JZR,S0114,,James Ogden,James,Ernest,James,Ogden,The Hon.,,Male,1868-03-08,"Durdidwarrah, VIC",1932-02-05
JZ6,S0131,,Michael O'Halloran,Michael,Raphael,Michael,O'Halloran,,,Male,1893-04-12,"Yanyarrie, SA",1960-09-22
JZ9,S0026,H0231,David O'Keefe,David,John,David,O'Keefe,The Hon.,,Male,1864-08-21,"Longford, TAS",1943-07-21
K5A,,H0607,Frank O'Keefe,Frank,Lionel,Frank,O'Keefe,,AM,Male,1912-10-06,"Petersham, NSW",1989-04-21
CE4,,H0789,Neil O'Keefe,Neil,Patrick,Neil,O'Keefe,The Hon.,,Male,1947-05-07,"Coburg, VIC"
KM8,,H0633,Maxwell Oldmeadow,Maxwell,Wilkinson,Maxwell,Oldmeadow,,,Male,1924-08-03,"Dandenong, VIC",2013-03-21
KM9,,H0634,Frank Olley,Frank,,Frank,Olley,,,Male,1927-01-18,"Parramatta, NSW",1988-07-21
JZC,S0054,,James O'Loghlin,James,Vincent,James,O'Loghlin, ,,Male,1852-11-25,"Gumeracha, SA",1925-12-04
DU4,S0427,,John Olsen,John,Wayne,John,Olsen,,,Male,1945-06-07,"Kadina, SA"
K5D,,H0038,King O'Malley,King,,King,O'Malley,the Hon. ,,Male,1858-07-04,"possibly Quebec, Canada; possibly Kansas, USA",1953-12-20
140590,,H1116,Clare O'Neil,Clare,Ellen,Clare,O'Neil,,,Female,1980-09-12,"Melbourne, VIC"
DE4,,H0758,Lloyd O'Neil,Lloyd,Reginald Terrence,Lloyd,O'Neil,,,Male,1937-06-24,"Port Pirie, SA"
140651,S0558,H1084,Deborah O'Neill,Deborah,Mary,Deborah,O'Neill,,,Female,1961-06-04,"Parramatta, NSW"
KMB,,H0435,Hubert Opperman,Hubert,Ferdinand,Hubert,Opperman,The Hon.,OBE,Male,1904-05-29,"Rochester, VIC",1996-04-18
KMC,,H0158,Richard Orchard,Richard,Beaumont,Richard,Orchard,The Hon.,,Male,1871-10-14,"Maryborough, VIC",1942-07-24
BNL,,H0997,Michael Organ,Michael,Keith,Michael,Organ,,,Male,1956-09-22,"Bulli, NSW"
JZU,S0248,,James Ormonde,James,Patrick,James,Ormonde,,,Male,1901-03-23,"Kirkcaldy, Scotland",1970-11-30
KMD,,H0436,Frederick Osborne,Frederick,Meares,Frederick,Osborne,The Hon.,"DSC and Bar, VRD",Male,1909-01-20,"Orange, NSW",1996-07-23
247871,S0559,,Barry O'Sullivan,Barry,James,Barry,O'Sullivan,,,Male,1957-03-24,"Gogango, QLD"
JZI,S0198,,Neil O'Sullivan,Michael,Neil,Neil,O'Sullivan,the Hon. (later Sir),,Male,1900-08-02,"Toowong, QLD",1968-07-04
E09,,H1013,Julie Owens,Julie,Ann,Julie,Owens,,,Female,1958-10-17,"Rockhampton, QLD"
KXN,,H0134,Alfred Ozanne,Alfred,Thomas,Alfred,Ozanne,,,Male,1877,"Melbourne, VIC",1961-05-27
C7E,,H0204,Earle Page,Earle,Christmas Grafton,Earle,Page,Rt. Hon. (later Sir),"GCMG, PC, CH",Male,1880-08-08,"Grafton, NSW",1961-12-20
KXO,,H0070,Jim Page,James,,Jim,Page,,,Male,1861,"London, England",1921-06-03
KXP,,H0113,Albert Palmer,Albert,Clayton,Albert,Palmer,,,Male,1859,"Melbourne, VIC",1919-08-14
LQR,,H1117,Clive Palmer,Clive,Frederick,Clive,Palmer,,,Male,1954-03-26,"Melbourne, VIC"
JZY,S0231,,Shane Paltridge,Shane,Dunne,Shane,Paltridge,the Hon. (later Sir),KBE,Male,1910-01-11,"Leederville, WA",1966-01-21
JI4,S0406,,John Panizza,John,Horace,John,Panizza,,,Male,1931-03-24,"Southern Cross, WA",1997-01-31
KI4,S0377,,Warwick Parer,Warwick,Raymond,Warwick,Parer,The Hon.,,Male,1936-04-06,"Wau, Papua New Guinea",2014-03-14
HWR,,H1044,Melissa Parke,Melissa,,Melissa,Parke,the Hon.,,Female,1966-08-11,"Bunbury, WA"
KXQ,,H0247,Archdale Parkhill,Robert,Archdale,Archdale,Parkhill,the Hon. (later Sir),KCMG,Male,1879-08-27,"Sydney, NSW",1947-10-02
E5V,S0506,,Stephen Parry,Stephen,Shane,Stephen,Parry,the Hon.,,Male,1960-10-31,"Burnie, TAS"
KXR,,H0244,Walter Parsons,Walter,Langdon,Walter,Parsons,,,Male,1881-08-16,"Adelaide, SA",1955-03-02
240756,,H1118,Tony Pasin,Antony,,Tony,Pasin,,,Male,1977-10-01,"Mt Gambier, SA"
KXS,,H0071,Alexander Paterson,Alexander,,Alexander,Paterson,,,Male,1844-01-24,"Greenock, Scotland",1908-03-20
KXT,,H0232,Thomas Paterson,Thomas,,Thomas,Paterson,The Hon.,,Male,1882-11-20,"Aston, England",1952-01-24
KXU,,H0159,Robert Patten,Robert,,Robert,Patten,,,Male,1859,"London, England",1935-09-17
LI4,S0407,,Kay Patterson,Kay,Christine Lesley,Kay,Patterson,The Hon.,,Female,1944-11-21,"Sydney, NSW"
KXV,,H0557,Rex Patterson,Rex,Alan,Rex,Patterson,The Hon.,,Male,1927-01-08,"Bundaberg, QLD"
K09,S0101,,Herbert Payne,Herbert,James Mockford,Herbert,Payne,,,Male,1866-08-17,"Hobart, TAS",1944-02-26
M56,S0467,,Marise Payne,Marise,Ann,Marise,Payne,the Hon.,,Female,1964-07-29,"Sydney, NSW"
MI4,,H0558,Andrew Peacock,Andrew,Sharp,Andrew,Peacock,the Hon.,,Male,1939-02-13,"Melbourne, VIC"
A8W,,H0976,Chris Pearce,Christopher,John,Chris,Pearce,the Hon.,,Male,1963-03-01,"Lismore, NSW"
K0F,S0027,,George Pearce,George,Foster,George,Pearce,Rt. Hon. (later Sir),"PC, KCVO",Male,1870-01-14,"Mount Barker, SA",1952-06-24
KXW,,H0437,Henry Pearce,Henry,George,Henry,Pearce,,,Male,1917-09-17,"Rockhampton, QLD"
KXX,,H0574,Thomas Pearsall,Thomas,Gordon,Thomas,Pearsall,,,Male,1920-04-11,"Hobart, TAS",2003-12-28
K0L,S0232,,Rex Pearson,Rex,Whiting,Rex,Pearson,,,Male,1905-01-13,"Kadina, SA",1961-09-11
CDK,S0556,,Nova Peris,Nova,Maree,Nova,Peris,,OAM,Female,1971-02-25,"Darwin, NT"
KXY,,H0245,John Perkins,John,Arthur,John,Perkins,The Hon.,,Male,1878-05-18,"Gocup, NSW",1954-07-13
HVP,,H1045,Graham Perrett,Graham,Douglas,Graham,Perrett,,,Male,1966-01-05,"St George, QLD"
KXZ,,H0438,Ted Peters,Edward,William,Ted,Peters,,,Male,1897-06-12,"Melbourne, VIC",1980-06-22
KY7,,H0548,John Pettitt,John,Alexander,John,Pettitt,,,Male,1910-09-25,"Geelong, VIC",1977-12-25
KY8,,H0039,Pharez Phillips,Pharez,,Pharez,Phillips,,,Male,1855-11-22,"Mount Blackwood, VIC",1914-08-09
K0Q,S0211,,Edmund Piesse,Edmund,Stephen Roper,Edmund,Piesse,,,Male,1900-01-05,"Katanning, WA",1952-08-25
KY9,,H0040,Frederick Piesse,Frederick,William,Frederick,Piesse,,,Male,1848-12-10,"Hobart, TAS",1902-03-06
KYA,,H0160,Henry Pigott,Henry,Robert Maguire,Henry,Pigott,,,Male,1866-10-02,"Ceylon, Sri Lanka",1949-07-08
148150,,H1119,Keith Pitt,Keith,John,Keith,Pitt,,,Male,1969-08-31,"Bundaberg, QLD"
KYB,,H0439,Alan Pittard,Alan,Crocker,Alan,Pittard,,,Male,1902-11-15,"Ballarat, VIC",1992-12-25
K0S,S0086,,William Plain,William,,William,Plain,The Hon.,,Male,1868-03-11,"Peeblesshire, Scotland",1961-10-14
K0X,S0028,,Thomas Playford,Thomas,,Thomas,Playford,the Hon. ,,Male,1837-11-26,"London, England",1915-04-19
83M,,H0961,Tanya Plibersek,Tanya,Joan,Tanya,Plibersek,the Hon.,,Female,1969-12-02,"Sydney, NSW"
K19,S0243,,Albert Poke,Albert,George,Albert,Poke,,,Male,1906-02-16,"Somerset, TAS",1989-01-04
KYC,,H0327,Reg Pollard,Reginald,Thomas,Reg,Pollard,The Hon.,,Male,1894-10-31,"Castlemaine, VIC",1981-08-24
E5X,S0507,,Helen Polley,Helen,Beatrice,Helen,Polley,,,Female,1957-02-09,"Ulverstone, TAS"
208884,,H1120,Christian Porter,Charles,Christian,Christian,Porter,the Hon.,,Male,1970-07-11,"Perth, WA"
NI4,,H0685,James Porter,James,Robert,James,Porter,,,Male,1950-02-19,"Adelaide, SA"
K1B,S0262,,Max Poulter,Maxwell,William,Max,Poulter,,,Male,1913-01-22,"Devonport, TAS",1962-09-02
OI4,S0394,,Janet Powell,Janet,Frances,Janet,Powell,,,Female,1942-09-29,"Nhill, VIC",2013-09-30
K1D,S0116,,Jack Power,John,Maurice,Jack,Power,,,Male,1883-12-15,"Hay, NSW",1925-01-13
KYD,,H0072,Alexander Poynton,Alexander,,Alexander,Poynton,The Hon.,OBE,Male,1853-08-08,"Castlemaine, VIC",1935-01-10
K1F,S0280,,George Poyser,Arthur,George,George ,Poyser,,,Male,1915-02-13,"Ballarat, VIC",1986-08-05
I0T,S0530,,Louise Pratt,Louise,Clare,Louise,Pratt,,,Female,1972-04-18,"Kalgoorlie, WA"
PI4,,H0811,Michael Pratt,Michael,Philip,Michael,Pratt,,,Male,1948-02-10,"Blyth, SA"
KYE,,H0248,Graham Pratten,Frederick,Graham,Graham,Pratten,,,Male,1899-12-03,"Sydney, NSW",1977-12-18
K1J,S0087,H0212,Herbert Pratten,Herbert,Edward,Herbert,Pratten,,,Male,1865-05-07,"Mangotsfield, England",1928-05-07
217266,,H1085,Jane Prentice,Jane,,Jane,Prentice,,,Female,1953-06-22,"Melbourne, VIC"
KYG,,H0352,Archibald Price,Archibald,Grenfell,Archibald,Price,,CMG,Male,1892-01-28,"North Adelaide, SA",1977-07-20
KYH,,H0259,John Price,John,Lloyd,John,Price,,,Male,1882-02-14,"Liverpool, England",1941-04-23
QI4,,H0790,Leo Price,Leo,Roger Spurway,Leo,Price,the Hon.,,Male,1945-11-26,"Sydney, NSW"
249308,,H1121,Melissa Price,Melissa,Lee,Melissa,Price,,,Female,1963-12-12,"Kalgoorlie, WA"
K1M,S0307,,Cyril Primmer,Cyril,Graham,Cyril,Primmer,,,Male,1924-04-19,"Warnambool, VIC",2003-11-01
RI4,,H0806,Geoffrey Prosser,Geoffrey,Daniel,Geoffrey,Prosser,the Hon.,,Male,1948-11-06,"Bunbury, WA"
K1R,S0263,,Edgar Prowse,Edgar,Wylie,Edgar,Prowse,,,Male,1905-03-22,"Mount Kokeby, WA",1977-06-02
KYI,,H0205,John Prowse,John,Henry,John,Prowse,,,Male,1871-06-16,"Adelong, NSW",1944-05-20
K1U,S0029,,Edward Pulsford,Edward,,Edward,Pulsford,,,Male,1844-09-29,"Burslem, England",1919-09-29
SI4,,H0759,Gary Punch,Gary,Francis,Gary,Punch,The Hon.,,Male,1957-08-21,"Arncliffe, NSW"
TI4,S0348,,Christopher Puplick,Christopher,John Guelph,Christopher,Puplick,,,Male,1948-05-13,"London, England"
9V5,,H0868,Christopher Pyne,Christopher,Maurice,Christopher,Pyne,the Hon.,,Male,1967-08-13,"Adelaide, SA"
AV5,,H0869,Harry Quick,Harry,Vernon,Harry,Quick,,,Male,1941-06-28,"Melbourne, VIC"
KYJ,,H0073,John Quick,Sir,John,John,Quick,the Hon. Sir,KB  ,Male,1852-04-14,"Cornwall, UK",1932-06-17
ZS6,S0470,,John Quirke,John,Andrew,John,Quirke,,,Male,1950-09-09,"Birkenhead, England"
K1Z,S0066,,Arthur Rae,Arthur,Edward George,Arthur,Rae,,,Male,1860-03-14,"Christchurch, New Zealand",1943-11-25
CAK,S0289,,Peter Rae,Peter,Elliot,Peter,Rae,,,Male,1932-09-24,"Launceston, TAS"
HVQ,,H1046,Brett Raguse,Brett,Blair,Brett,Raguse,,,Male,1960-03-24,"Brisbane, QLD"
HWS,,H1047,Rowan Ramsey,Rowan,Eric,Rowan,Ramsey,,,Male,1956-08-04,"Kimba, SA"
PK6,,H0926,Don Randall,Donald,James,Don,Randall,,,Male,1953-05-02,"Merredin, WA",2015-07-21
K28,S0199,,Annabelle Rankin,Annabelle,Jane Mary,Annabelle,Rankin,the Hon. Dame,DBE,Female,1908-07-28,"Brisbane, QLD",1986-08-30
K2A,S0212,H0328,George Rankin,George,James,George,Rankin,,"DSO, VD",Male,1887-05-01,"Bamawm, VIC",1957-12-28
UI4,S0367,,Robert Ray,Robert,Francis,Robert,Ray,,,Male,1947-04-08,"Melbourne, VIC"
HVR,,H1048,Kerry Rea,Kerry,Marie,Kerry,Rea,,,Female,1963-04-16,"Bundaberg, QLD"
K2D,S0067,,Rudolf Ready,Rudolph,Keith,Rudolf,Ready,,,Male,1878-12-15,"Latrobe, TAS",1958-07-28
KYP,,H0760,John Reeves,John,Edward,John,Reeves,,,Male,1952-01-02,"Stanthorpe, QLD"
K2G,S0213,,Albert Reid,Albert,David,Albert,Reid,The Hon.,,Male,1886-07-25,"Murrumburrah, NSW",1962-05-22
K2J,S0321,,David Reid,David,Donald,David,Reid,,,Male,1933-05-10,"Bridgetown, WA"
F4P,,H0041,George Reid,George,Houstoun,George,Reid,Rt. Hon. (later Sir),"GCB, GCMG, KC",Male,1845-02-25,"Johnstone, Scotland",1918-09-12
KYQ,,H0608,Leonard Reid,Leonard,Stanley,Leonard,Reid,,,Male,1916-09-21,"Caulfield, VIC",2003-04-22
VI4,S0366,,Margaret Reid,Margaret,Elizabeth,Margaret,Reid,the Hon.,,Female,1935-05-28,"Crystal Brook, SA"
K2L,S0088,,Matthew Reid,Matthew,,Matthew,Reid,,,Male,1856-09-30,"Dalmellington, Scotland",1947-08-28
VT4,,H0841,Nicholas Reid,Nicholas,Bruce,Nicholas,Reid,the Hon.,,Male,1935-07-30,"Bendigo, VIC"
